x,y
-1356.89,-1719.951
-3188.471,-3245.715
-2060.94,-1990.46
-2961.816,-2405.077
-1717.256,-10484.025
-4987.32,-11102.903
-1613.637,-3147.77
-2314.09,-3646.94
-5981.697,-7504.883
-1386.33,-1763.97
-4038.73,-3924.63
-3181.309,-10782.592
-4661.31,-11174.445
-5002.669,-11159.87
-1161.157,-3963.793
