x,y
-4228.57,-7875.7
-5091.537,-6851.959
-3014.271,-7541.424
-4709.015,-6921.809
-3461.775,-9966.445
-4674.843,-6348.433
-2183.696,-11410.396
-1442.391,-2523.972
-2183.696,-11410.396
-3392.327,-10103.364
-5102.262,-5770.847
-2070.08,-3310.52
-4857.191,-9264.524
-1989.205,-5960.64
-1674.675,-4875.584
-1122.212,-4182.424
-1122.212,-4182.424
-1287.02,-12363.19
-4154.92,-4204.322
-5044.928,-5775.413
-5213.39,-9494.742
-3934.701,-4769.233
-4702.924,-8894.899
-1971.15,-13335.66
-5417.308,-5962.878
-5761.436,-5940.981
-3677.657,-9498.983
-2018.94,-5493.02
-3971.665,-7461.311
-4045.402,-7461.945
-4687.482,-10919.554
-2571.338,-4513.353
-1960.48,-5710.28
-2293.415,-11657.323
-1543.005,-5226.842
-2506.76,-4395.881
-4257.94,-9561.146
-3930.818,-4181.116
-5962.969,18182.396
-4257.94,-9561.146
-1272.207,-6876.847
-5192.79,-10998.799
-4363.58,-6643.05
-2645.043,-2815.94
-3441.219,-10710.586
-2073.215,-11864.42
-3392.327,-10103.364
-4379.936,-6253.688
-3422.675,-10194.01
-2454.2,-5570.377
-1646.779,-2731.491
-5066.787,-8398.281
-15084.759,-38821.68
-3965.539,-7493.854
-2820.477,-10885.615
-1117.946,-8442.706
-3650.491,-10834.822
-5071.792,-10061.926
-2308.203,-11074.54
-3153.451,-10748.81
-3766.966,-10822.322
-3210.955,-11240.118
-5287.291,-10865.248
-521.232,-4401.843
-4766.829,-10281.087
-2453.535,-5720.227
-1510.487,-8797.323
-3305.307,-6792.497
-4674.843,-6348.433
1292.248,11440.843
-4674.843,-6348.433
-2427.438,-5272.487
-2217.237,-2437.915
-2296.921,-2432.132
-1490.133,-3680.02
-3050.53,-10911.14
-1521.38,-5287.65
-3698.739,-7899.524
-884.283,-3666.207
-2533.971,-6694.881
-4832.24,-6449.24
-5727.79,-6172.361
-2143.044,-10853.96
-5598.047,-9870.133
-4246.489,-7496.715
-4246.489,-7496.715
-3190.923,-7514.952
-4529.294,-5705.451
-2532.81,-6931.174
-2882.743286,-4256.229675
-1859.885,-3223.056
-2087.992,-5961.064
-2710.81,-2957.71
-1119.501,-4682.657
-2115.718,-11403.957
-4695.701,-11717.463
-5715.218,-9593.179
-4726.719,-10636.077
-5071.792,-10061.926
-5249.121,-10601.362
-4044.774,-10763.188
-1389.156128,-2233.916626
-4802.4,-9959.242
-1819.416,-11986.28
-242.7435913,-1385.865112
-4433.695,-6355.842
-2456.653,-6877.116
-1806.023,-4611.029
-4609.841,-11503.062
-1738.76,-8451.94
-3529.36,-9399.01
-3499.953,-5288.96
-3499.953,-5288.96
-2114.97,-4653.27
-2573.35,-2315.881
-3114.449,-11090.908
-3528.583,-9787.258
-3528.583,-9787.258
-3406.303,-9993.583
-3201.031,-11339.362
-5106.3,-10180.133
-1952.624,-4786.931
-795.955,-4564.391
-834.659,-4545.302
-2295.475,-2604.405
-2820.584,-3381.335
-1193.144,-3760.73
-2744.941,-7627.795
-2037.146,-5845.087
-8771.254211,-13649.25641
-2776.323,-2164.194
-3263.624,-3749.974
-1520.08,-1709
-5337.117,-9773.158
-2221.648,-4011.766
-3263.624,-3749.974
-2744.941,-7627.795
-6067.557,-8111.244
-8433.804,-9578.855
-1906.398,-5813.721
-4692.411804,-6322.321106
-3176.468,-6545.084
-3251.906494,-4817.450378
-3176.468,-6545.084
-5318.605,-10255.294
-5318.605,-10255.294
-1738.76,-8451.94
-3896.850525,-7390.065308
-2382.758,-7415.823
-3896.850525,-7390.065308
-3011.487,-5474.068
-5752.832,-9584.922
-2389.21,-3808.79
-1457.379,-2614.503
-15084.759,-38821.68
-4984.499,-8449.083
-5148.92,-10810.066
-5826.626,-9114.279
-2470.398,-6907.99
-2390.974,-5003.001
-1388.061,-2315.4
-2918.728,-11032.683
-1244.598,-3513.105
-4566.09,-6942.86
-1328.662,-8717.796
-3812.292,-9835.78
-919.702,-3572.742
-4332.6,-6710.46
-3420.32,-9082.57
-870.49,-4262.647
-2954.968,-10322.248
-4442.144,-6568.452
-5531.153,-8861.856
-2454.2,-5570.377
-2142.639,-4840.57
-1626.668,-5059.092
-3428.436,-5384.726
-3778.851,-3658.61
-3812.292,-9835.78
-2488.445,-7086.077
-3915.547,-4197.782
-4672.883,-4350.681
-3894.945,-4240.812
-4639.79,-6330.599
-1829.192505,-3198.597595
-5007.277,-6632.545
-3516.201,-5233.392
-2009.005,-7052.357
-4363.58,-6643.05
-3233.846,-7419.36
-3392.641,-7615.031
-2285.554,-2549.638
-1114.959,-4826.376
-1333.622,-6697.199
-7124.195,-8875.756
-2306.883179,-2267.321777
-1828.732,-6825.224
-2386.017,-2407.909
-242.7435913,-1385.865112
-352.3826904,-4331.318787
-3034.772,-5451.277
-2687.796,-3276.121
-5441.398,-9821.959
-3677.663,-4023.091
-3133.070984,-2790.195923
-4964.692,-9283.177
-242.7435913,-1385.865112
-3428.436,-5384.726
-6711.696,-8576.178
-4676.713501,-5949.209412
-8539.075,-13483.323
-1764.278,-2870.156
-1764.278,-2870.156
-2607.674,-10911.284
-4152.288,-9213.738
-4152.288,-9213.738
-2153.742,-6869.151
-5308.94,-10190.06
-3266.17,-11483.995
-514.964,-4267.899
1201.772705,-2964.393311
-1213.159,-3966.294
-3543.521,-10177.043
-2018.94,-5493.02
-4639.79,-6330.599
-1366.638,-2962.183
-1366.638,-2962.183
-2646.658,-7740.926
-3962.993,-11162.205
-4757.14,-10921.197
-1589.267,-3912.051
-913.111,-12637.54
-2454.2,-5570.377
-2189.703,-4881.751
-2037.146,-5845.087
-1268.37,-12715.11
-1308.578,-3814.463
1292.248,11440.843
-1058.303,-3763.741
-4622.019,-11015.603
-2159.656,-4383.202
-4622.019,-11015.603
-4088.295,-9091.554
-2363.477,-5949.142
-1569.253,-4941.933
-4622.019,-11015.603
-3929.188,-7978.536
-3240.003,-3108.208
-1911.206,-1884.258
-2178.968,-2310.458
-5814.378,-5961.896
-2363.477,-5949.142
-2363.477,-5949.142
-4313.92,-7897.81
,
,
-3453.206,-9944.348
-1014.12,-4035.31
-4676.713501,-5949.209412
-1014.12,-4035.31
1201.772705,-2964.393311
-1014.12,-4035.31
-4051.373,-7157.099
-1608.834,-3229.075
-3062.772,-7430.48
-1189.32,-13282.47
-1829.192505,-3198.597595
-2514.48,-5938.449
-1167.992187,-5008.985413
1292.248,11440.843
-1942.68,-1907.62
-3604.41,-9287.31
-3604.41,-9287.31
-1523.86,-7407.064
-3866.741,-7455.068
-1197.541504,-3117.500794
-3192.505981,-2499.301819
-1127.727,-3104.712
-3192.505981,-2499.301819
-3192.505981,-2499.301819
-5008.645,-8748.109
-4204.303,-8355.238
-1155.895,-4052.849
-1014.12,-4035.31
-1014.12,-4035.31
-934.609,-4648.832
-1919.549,-2187.284
-978.136,-3596.324
-2384.379,-4716.038
-2189.459,-5997.034
-1913.562,-6874.692
-2273.258,-7291.924
-1117.946,-8442.706
-3865.032,-6461.309
-2277.314,-7219.038
-1204.457,-4949.148
-3837.534,-4596.218
-3704.804,-9408.651
-1968.436,-10560.142
-5587.46,-8635.85
-4977.308,-8868.318
-6125.564,-8474.404
-4279.525,-8011.241
-1998.25,-5452.04
-5531.993,-8997.145
-1998.25,-5452.04
-2382.758,-7415.823
-4049.39,-4887.92
-5193.546,-8294.201
-3060.881,-5017.74
-4255.409,-4664.738
-4267.727,-6547.301
-4586.54,-6497.6
-2438.7,-5395.5
-4006.034,-10045.01
-5035.862,-6668.296
-2787.468,-2926.162
-2172.687,-5331.558
-1866.616,-2117.858
-352.3826904,-4331.318787
-1161.34,-2175.96
-2775.939,-2884.058
-2845.349,-4456.135
-4935.142,-4288.184
-1503.215,-1707.84
-2611.775,-8664.884
-3226.812,-10103.312
-1457.915,-3862.784
-2570.75,-10048.05
-1038.488,-2709.6
-1411.22,-8953.59
-1024.463,-2833.47
-1359.02,-8965.25
-1874.047,-8722.994
-2910.388,-7045.312
-1312.408386,-1572.875794
-1451.618,-7271.046
-2769.028,-6498.483
-3211.738,-7622.95
-1411.126,-13739.499
-4220.12,-6658.81
-3896.850525,-7390.065308
-4363.58,-6643.05
-2508.615,-4083.893
-3751.135,-7519.99
-1672.769,-3285.157
-2653.328308,-3393.244385
-2730.454,-2949.142
-2347.728,-5559.324
-5124.728,-6605.017
-4562.167,-11128.377
-5010.707,-9979.452
-1431.08,-4203.95
-1714.31,-3023.88
-4257.61,-9293.456
-2330.562,-7828.818
-3309.727,-6592.139
-1167.992187,-5008.985413
-1619.103,-1793.941
-2266.242,-11145.711
-4709.766,-6841.056
-5152.453,-6670.992
-4420.66,-6417.22
-3192.505981,-2499.301819
-4707.644,-6406.999
-4240.255,-6614.352
-2220.7146,-5638.467224
-2568.081,-5102.719
-1936.29,-4551.278
-4674.494,-10688.908
-4674.843,-6348.433
-3982.49,-7979.909
-3812.292,-9835.78
-2363.477,-5949.142
-5116.055,-6659.514
-1476.287,-3890.984
-1740.08,-8363.58
-2784.428,-4751.213
-2094.537,-11200.781
-2342.944,-4844.794
-1122.545,-2711.393
-4577.254,-8479.358
-1808.972,-2544.774
-3789.524,-9833.05
-1918.22,-10943.83
937.7611084,-1667.731689
-3982.36,-9972.93
-6141.867,-8311.437
-1167.992187,-5008.985413
-1209.017,-12155.801
-1100.168,-12300.466
-1209.017,-12155.801
-3045.131,-6616.243
-4641.013,-7838.084
-2786.389,-11080.374
-1129.879,-4623.502
-2969.688,-10929.287
-926.365,-3767.589
-2221.648,-4011.766
-3449.523,-4792.212
-1850.8,-11573.49
-1714.31,-3023.88
-2920.803,-11135.717
-3449.523,-4792.212
-1012.857,-3784.584
-1012.857,-3784.584
-3184.86,-4469.482
-1918.22,-10943.83
-4217.849,-3949.828
-2507.896,-11139.838
-666.945,-3997.708
-1594.673,-13942.322
-2427.438,-5272.487
-5378.286,-8316.306
-3963.367,-7461.24
-2417.185,-4103.868
27569.391,-36405.558
-1936.29,-4551.278
-5626.3,-9182.736
-3794.973,-4078.001
-4692.411804,-6322.321106
-3878.57,-4192.593
-3004.518,-11462.307
-3550.466,-11098.921
-3029.755,-10946.821
-1614.93,-13089.81
-1180.098,-12359.057
-4132.84,-4878.97
-4798.744,-11268.641
-4829.119,-10618.802
-1626.668,-5059.092
-5020.349,-5981.704
-1541.604,-7178.797
-4695.701,-11717.463
-4393.554,-6574.686
-3192.505981,-2499.301819
-1322.894,-4202.461
-2988.04,-5275.78
-2233.668,-6913.716
-2427.438,-5272.487
-2954.175,-12498.628
-372.962,-4089.092
-1978.975,-5185.977
-3487.312,-5550.205
-4268.019,-8036.941
-4787.808,-10306.257
-2866.308,-10929.068
-865.659,-3422.77
-1729.145,-6226.663
-4038.73,-3924.63
-5571.319,-8981.386
-4361.366,-7084.106
-6824.402,-8740.584
-2363.477,-5949.142
-4445.48,-4673.97
-3677.663,-4023.091
-3705.383,-9181.801
-1718.2,-5751.525
-3392.327,-10103.364
-1028.03,-2624.741
-3338.715,-7779.479
-4442.144,-6568.452
-3106.59,-12468.14
-4442.144,-6568.452
-3694.57,-9357.97
-2366.138,-5766.195
-2912.72,-2336.03
-2396.123,-5805.905
-1696.812,-2864.328
-4018.426,-4720.692
-4018.426,-4720.692
-4267.727,-6547.301
-324.118,-4264.173
-3280.138,-2849.125
-844.635,-3839.672
-2081.689,-5733.2
-4267.727,-6547.301
-2298.2,-4556.95
-1268.37,-12715.11
-1915.82,-13254.45
-7128.79,-8781.713
-1915.82,-13254.45
-1729.145,-6226.663
-2950.885,-6767.41
-4568.43,-8950.03
-1999.394,-10488.171
-4066.29,-6815.022
-6486.422,-8511.799
-4690.978,-4309.569
-1624.31,-6440.446
-3677.657,-9498.983
-4943.68,-10645.43
-3514.216,-5430.763
-3514.216,-5430.763
-2091.384,-5334.72
-3404.99,-5627
-1582.904,-4310.983
-3618.928,-11356.582
-5633.272,-5744.622
-3998.468,-4221.616
-2250,-5836.755
-2417.593,-3349.791
-4467.205,-4702.098
-3866.741,-7455.068
-3859.596,-4919.91
-443.1373901,-3159.486023
-2117.624,-5504.452
-2081.689,-5733.2
-2100.631,-4710.863
-2062.122,-4692.059
-2384.379,-4716.038
-2152.244,-4785.462
-2044.31,-5177.41
-1014.12,-4035.31
-4846.211,-7028.904
-4546.77,-7084.48
-4710.383,-6611.665
-4486.622,-3996.208
-1312.85,-4270.28
-7068.427,-8904.398
-1626.668,-5059.092
-1605.02,-8842.02
-1978.975,-5185.977
-1144.223,-2126.655
-2973.09,-3417.715
-2836.659424,-2061.321899
-487.33,-4118.104
-612.374,-3345.758
-1348.59,-12367.36
-1412.66,-9133.83
-3929.188,-7978.536
-1079.68,-12568.2
-5626.3,-9182.736
-3428.436,-5384.726
-3096.623,-10216.764
-1581.63,-8960.48
-875.1456299,-2547.111511
-3929.188,-7978.536
-1146.741,-4306.373
-2845.349,-4456.135
-1978.975,-5185.977
-5348.268,-9731.267
-2427.438,-5272.487
-4453.562,-8795.81
-2515.808,-5216.37
-3356.557,-6264.813
-1445.812,-3069.259
-2205.4,-3449.72
-1611.156,-1672.882
-2922.306,-3121.533
-5827.662,-5859.992
-4970.184,-8714.925
-3305.307,-6792.497
-2390.377,-4565.914
-5020.268,-8394.353
-4774.253,-11529.046
-4420.66,-6417.22
-5047.703,-6782.326
-2929.841,-10395.813
-2929.841,-10395.813
-2779.406,-10503.707
-3814.796,-4077.934
-3984.091,-4197.094
-1150.207,-2594.31
-2682.635,-5149.193
-3984.091,-4197.094
-1067.147,-4021.418
-2098.923,-6975.67
-2577.61,-12851.18
-1865.08,-13338.79
-1841.36,-2185.41
-2139.062,-2110.773
-2372.153,-2404.386
-3305.307,-6792.497
-3305.307,-6792.497
-5762.615,-6140.527
-339.334,-4284.742
-881.538,-3611.21
-919.702,-3572.742
-1457.915,-3862.784
-3730.282,-4912.044
-1424.16,-2671.08
-2682.72,-5185.116
-2808.028,-4440.2
-2513.246,-4398.618
-4420.66,-6417.22
-5263.787,-9521.33
-773.999,-4022.486
-2162.25,-8476.43
-2913.913,-2240.83
-1287.02,-12363.19
-4523.394,-11119.634
-2841.387,-2355.063
-3000.031,-5506.111
-3184.86,-4469.482
-2427.438,-5272.487
-2063.8,-5186.6
-2063.8,-5186.6
-3788.539,-7390.943
-2453.535,-5720.227
-3037.498,-2532.962
-1457.915,-3862.784
-822.224,-4658.41
-1122.116,-12179.356
-4582.892,-8845.764
-1301.869,-2884.762
-2350.8479,-3716.544128
-1445.812,-3069.259
-1426.639,-2717.936
-3894.81,-4087.54
-3453.206,-9944.348
-1674.675,-4875.584
-4355.39,-7509.66
-1438.269,-7090.677
-1455.913,-7166.016
-2825.156,-6484.821
-1674.675,-4875.584
-1058.15,-12833.964
-1626.668,-5059.092
-3683.247,-10812.225
-2125.166,-10263.752
-769.8045044,-4936.250183
-3683.247,-10812.225
-3884.94,-6467.361
-3677.657,-9498.983
-2095.468,-10910.417
-4674.843,-6348.433
-3820.71,-10856.265
-2973.838,-10868.967
-1117.946,-8442.706
-2369.59,-12426.55
-4674.843,-6348.433
-2981.805,-11459.186
-817.564,-4517.682
-1192.605,-2772.315
-1603.207,-2780.467
-1191.489,-4626.815
-4753.17,-12209.675
-4221.81,-7520.9
-5276.716,-9491.095
-2551.749,-5928.282
-1745.35,-13339.75
-3551.68,-9297.83
-2302.487,-5520.905
-2383.95,-12709.45
-2235.917,-11287.043
-4220.12,-6658.81
-1230.479,-3777.343
-1496.678,-2675.859
-1508.949,-2648.269
-1626.668,-5059.092
-3123.257,-3032.886
-2420.945,-5587.232
-2551.128,-2328.826
-2551.128,-2328.826
-4346.203,-7010.015
-3542.963,-9846.487
-4267.727,-6547.301
-6100.005,-8127.119
-4648.25,-11236.65
-2413.63,-2540.85
-1432.876,-1685.583
-1644.872,-3782.409
-3400.185,-5583.903
-3400.185,-5583.903
-1384.73,-1763.36
-1384.73,-1763.36
-2077.331,-9822.132
-2790.63,-10817.422
-825.757,-3659.297
-1662.16,-13222.85
-2790.63,-10817.422
-3126.513,-10626.744
-2607.674,-10911.284
-2427.438,-5272.487
-1569.253,-4941.933
-3251.906494,-4817.450378
-3245.296,-6316.025
-3453.206,-9944.348
-1471.54,-2447.38
-3963.367,-7461.24
-2846.847,-11156.871
-2846.847,-11156.871
-2815.76,-10379.743
-2672.362,-10144.321
-1615.557,-1856.273
-1733.63,-8763.17
-1353.961,-4915.531
-4711.27,-10670.132
-5284.742,-9462.778
-1541.604,-7178.797
-2022.664,-10435.536
-3773.207,-9755.975
-4396.686,-6103.696
-4682.048,-6835.79
-433.097,-3124.239
-1569.253,-4941.933
-1265.485,-8537.059
-2144.025,-5357.814
-1674.675,-4875.584
-5034.513,-7112.557
-2074.881,-4774.862
-1928.871,-6982.667
-2055.184,-6940.851
-2353.866,-7086.003
-2321.622,-5871.936
-1306.421,-8975.545
-4331.825,-6579.944
-3812.292,-9835.78
-1117.946,-8442.706
-2231.553,-5238.38
-1074.431,-4615.994
-5826.626,-9114.279
-5670.012,-5764.487
-2418.108,-11242.018
-3561.774,-10876.904
-3251.906494,-4817.450378
-2764.303,-4426.938
-3778.851,-3658.61
-2381.434,-7085.965
-5339.299,-4848.761
-4283.811,-6181.574
-4833.977,-9191.308
-822.572,-3784.114
-1438.836,-7054.903
-1387.962,-8378.267
-1752.4,-2814.52
-1738.76,-8451.94
-1968.436,-10560.142
-778.497,-4277.966
-6140.552,-8609.504
-934.609,-4648.832
-6140.552,-8609.504
-1405.112,-6626.809
-5155.099,-6613.003
-1918.22,-10943.83
-5312.43,-8845.91
-1014.12,-4035.31
-1662.16,-13222.85
-3050.53,-10911.14
-2454.2,-5570.377
-2114.633,-9807.208
-1353.961,-4915.531
-2114.633,-9807.208
-4001.753,-4372.699
-4232.891,-8228.306
-1353.961,-4915.531
-1851.919,-12644.444
-2023.262,-10373.002
-1758.202,-5046.526
-2037.146,-5845.087
-2161.76,-5568.707
-869.677,-4290.43
-602.808,-4130.583
-6154.119,-8315.149
-5327.483,-9079.798
-869.677,-4290.43
-1155.895,-4052.849
-672.9591064,-3615.719788
-2955.865,-6954.496
-2571.128906,-4035.968018
-2625.28,-4859.54
-1573.338,-3856.956
-5102.493,-10324.888
-3428.436,-5384.726
-4846.211,-7028.904
-3900.93,-4085.19
-3771.369,-4954.455
-363.233,-4187.22
-3900.93,-4085.19
-3658.454,-4591.979
-3985.029,-4564.958
-3801.504,-4077.951
-345.372,-4056.696
-5324.121,-9687.727
-1286.606,-6906.407
-3463.322,-7671.575
-3342.98,-11462.982
-3858.39,-9793.13
-2874.651,-5121.161
-3619.342,-11107.968
-3284.204,-7384.388
-3284.204,-7384.388
-5123.478,-6078.851
-5346.29,-6101.948
-2621.83,-6019.51
-2899.643,-2141.306
-3409.79,-5671.18
-1450.736,-6487.271
-1146.992,-12332.475
-1450.736,-6487.271
-5186.52,-6738.29
-5431.38,-9299.34
-5431.38,-9299.34
-2454.2,-5570.377
-1503.213,-5081.541
-1503.213,-5081.541
-5148.92,-10810.066
-4559.182,-4801.432
-4346.203,-7010.015
-2163.973,-3057.874
-5040.787,-6874.697
-844.635,-3839.672
-2650.023,-7626.274
-3377.884,-7021.619
-4307.7,-7464
-5152.453,-6670.992
-4605.796,-6441.065
-5871.82,-7606.839
-5871.82,-7606.839
-2842.854919,-10065.54181
-4258.209,-10752.411
-1761.858887,-3886.885925
-4682.048,-6835.79
-2519.762,-5747.605
-2910.388,-7045.312
-1674.675,-4875.584
-5441.498,-9534.59
-2720.287,-6489.84
-4291.11,-7983.58
-2625.476,-6619.836
-1094.37,-2726.665
-1577.767883,-3079.421021
-1942.027,-10678.794
-1940.42,-6917.601
-1819.795,-2376.328
-1796.223,-2021.549
-5058.438,-10329.12
-5783.245,-5809.753
-50391.269,-17695.252
-1696.54,-2448.962
-5413.137,-9359.007
-1016.815,-3084.206
-1480.523,-3302.596
-3188.471,-3245.715
-2947.89,-10348.74
-5576.714,-9235.701
-4803.6,-6616.6
-4803.6,-6616.6
-4520.065,-6729.178
-5038.067,-6109.018
-4433.695,-6355.842
-1651.491,-5457.275
-4231.381,-4669.899
-1958.643,-1895.732
-1673.748,-6079.093
-5663.292,-9117.125
-2597.32,-8474.69
-2642.157,-3620.92
-3095.526184,-4294.552979
-3095.526184,-4294.552979
-4942.196,-6682.088
-2929.841,-10395.813
-1926.947,-1889.917
-1856.769,-1880.679
-2018.095,-2020.855
-2118.936218,-2107.943909
-1614.93,-13089.81
-1627.407,-7371.822
-1627.407,-7371.822
-2169.358,-1952.365
-4529.18,-6423.7
-919.702,-3572.742
-2808.028,-4440.2
-3371.762,-9443.008
-3453.206,-9944.348
-6027.653,-8019.389
-5140.546,-6888.504
-5272.802,-5997.567
-4723.75,-6583.2
-1928.658,-4675.723
-4803.06,-6865.15
-1921.71,-7296.849
-1058.303,-3763.741
-3847.13,-9788.17
-1689.712,-2390.899
-2472.214,-1914.782
-2472.214,-1914.782
-4273.04,-6949.237
-461.541,-3873.77
-2233.018,-5338.228
-2114.78,-5646.736
-1861.427,-5463.366
-1626.668,-5059.092
-1687.067,-4827.33
1201.772705,-2964.393311
1201.772705,-2964.393311
-1348.144,-5026.922
-2103.004,-9879.297
-5045.463,-10330.553
-1244.598,-3513.105
-2912.171,-2768.206
-2219.47,-2405.48
-608.3005981,-1737.757019
-3991.475,-6261.086
-2511.438,-5880.49
-2081.689,-5733.2
-3373.497,-7806.363
-3392.327,-10103.364
-2394.144,-2480.667
-3120.684,-7612.395
-2298.036,-10068.513
-2023.262,-10373.002
-4745.324,-6828.754
-4745.324,-6828.754
-1738.76,-8451.94
-521.232,-4401.843
-2041.257,-11681.09
-1317.48,-4222.833
-1247.012,-4207.557
-5427.208,-5824.286
-3270.23,-9146.59
-3945.093,-9734.507
-2872.36,-10182.72
-1958.643,-1895.732
-3453.206,-9944.348
-927.678,-3563.943
-1738.76,-8451.94
-927.678,-3563.943
-927.678,-3563.943
-4704.704,-11593.8
-3283.255,-11178.424
-3552.322,-11349.507
-4929.121,-6083.452
-1206.403,-4681.933
-2074.881,-4774.862
-1756.731,-3063.634
-5109.72,-8202.36
-5479.676,-7882.418
-4902.553,-11529.136
-2662.818,-2405.357
-433.097,-3124.239
-1968.436,-10560.142
-4115.29,-6680.7
-2662.818,-2405.357
-3126.513,-10626.744
-1525,-5324.305
-2191.78,-7199.024
-2751.669,-10362.365
-1282.954,-2432.165
-4392.193,-9330.414
-3114.449,-11090.908
-5051.065,-7036.291
-2456.205,-5135.038
-1245.166,-3783.981
-1181.78,-12703.8
-2058.264,-7285.838
-2547.84,-8556.22
-3357.172,-6807.068
-1247.012,-4207.557
-2312.561,-7277.97
-2871.008,-6986.242
-2037.188,-3286.148
-1683.043,-10599.418
-2842.854919,-10065.54181
-2662.818,-2405.357
-3453.206,-9944.348
-4291.965,-6762.696
1199.596,-2982.671
-2842.854919,-10065.54181
-2420.594,-3510.791
-1907.223,-2218.193
-1907.223,-2218.193
-2929.841,-10395.813
-4674.843,-6348.433
-2256.875,-6978.597
-3453.206,-9944.348
-3453.206,-9944.348
-3305.307,-6792.497
-4067.756,-9261.076
-2019.447,-10631.536
-2955.617,-3430.037
-2472.214,-1914.782
-1940.42,-6917.601
-4204.49,-6720.13
-2642.157,-3620.92
-2622.866,-3590.977
-1999.394,-10488.171
-888.379,-3540.238
-5179.972,-6793.16
-3735.483,-4016.477
-1624.3,-12039.83
-5551.286,-5739.434
-1328.252,-3186.7
-3688.869,-9419.675
-5640.7,-8788.09
-2454.2,-5570.377
-1167.992187,-5008.985413
-546.839,-3620.976
-3222.109,-7457.719
-1296.144,-3052.07
-2209.747,-4731.464
-2152.244,-4785.462
-2185.104,-1936.132
-4140.479,-11326.021
-4140.479,-11326.021
-4627.998,-8253.554
-2361.067,-5574.586
-5148.92,-10810.066
-2240.729,-5810.658
-4910.279,-11064.448
-2934.313,-10711.568
-3812.292,-9835.78
-4898.18,-9275.267
-4854.417,-9169.923
-5836.758,-9268.192
-3188.471,-3245.715
-2436.876,-5961.661
-2890.997,-10437.727
-4332.6,-6710.46
-2652.347,-5545.147
-2069.035,-3055.174
-4332.6,-6710.46
-521.232,-4401.843
-804.314,-4596.675
-1226.045,-6785.233
-1634.047,-7374.798
-3300.725,-2914.279
-1342.131,-3632.442
-5560.254,-9033.005
-3305.307,-6792.497
-2919.709106,-10498.81738
-5151.398,-10148.138
-3812.292,-9835.78
-1898.32,-13422.89
-3376.792,-11260.436
-2065.872,-10319.114
-3453.206,-9944.348
-3392.327,-10103.364
-6140.552,-8609.504
-934.609,-4648.832
-2863.467,3754.298
-3097.883,-6981.199
-2114.97,-4653.27
-4073.397,-7950.808
-4923.114,-5114.851
-5402.1,-8538.63
-1074.431,-4615.994
790.533,-909.001
-5115.131,-6747.538
-2342.31,-12450.34
790.533,-909.001
-5349.878,-9354.225
790.533,-909.001
-769.8045044,-4936.250183
-754.271,-12557.526
-3727.68,-7874.902
-2666.356,-2749.444
-3227.33,-2512.65
-1934.721,-7084.755
-1934.721,-7084.755
-2261.382,-7286.124
-1507.433,-6501.49
-5135.891,-10943
-1066.01,-12171.066
-5148.852,-6915.737
-1626.668,-5059.092
-6186.322,-8052.929
-1626.668,-5059.092
-3290.37,-9153.95
-5148.852,-6915.737
-1919.773,-5467.61
-4622.019,-11015.603
-1074.431,-4615.994
-1995.444,-6987.453
-2363.477,-5949.142
-3290.37,-9153.95
-4622.019,-11015.603
27569.391,-36405.558
1201.772705,-2964.393311
-5532.006104,-5372.501892
-4862.291,-11141.03
-3485.766,-9596.005
-1426.596191,-3642.76001
-3251.906494,-4817.450378
-1865.816,-11644.917
-2021.82,-5166.83
-1006.564,-2612.925
-2540.603,-2581.269
-4674.843,-6348.433
-4607.427,-6294.287
-2937.133,-10422.416
-1738.76,-8451.94
-3639.657,-7448.239
-4283.602,-8039.673
-4942.196,-6682.088
-2081.689,-5733.2
-4674.843,-6348.433
-1891.598084,-2746.028992
-4745.324,-6828.754
-4572.756,-4815.812
-3677.417114,-6535.233093
-15084.759,-38821.68
-3701.106,-7600.518
-5011.737,-8424.815
-1891.598084,-2746.028992
-2491.322,-5926.525
-1305.31,-4174.235
-3685.858,-6405.69
-1333.25,-8916.88
-3878.148,-9832.699
-2910.388,-7045.312
-1626.668,-5059.092
-2620.602,-7663.81
-3305.307,-6792.497
-4073.48,-7957.04
-881.538,-3611.21
-521.232,-4401.843
-952.067,-4154.948
1292.248,11440.843
-2220.7146,-5638.467224
-4001.753,-4372.699
-4196.322,-4765.069
-3050.53,-10911.14
-2281.720215,-3411.064514
-2321.622,-5871.936
-1605.02,-8842.02
-4621.13,-6419.17
-677.8977051,-4332.808594
-2998.441,-5186.027
-4622.019,-11015.603
-4622.019,-11015.603
-5532.006104,-5372.501892
-1523.909912,-4951.592712
1201.772705,-2964.393311
-4622.019,-11015.603
-5773.776,-9628.869
-1694.45,-2791.63
-3557.694,-10958.684
-1385.892,-12255.109
-3222.109,-7457.719
-3032.409,-7476.321
-3032.409,-7476.321
-2642.157,-3620.92
-4076.359,-6865.648
-1565.8,-13148.13
-1960.74,-13111.51
-1392.01,-12363.594
-3079.74,-12406.04
-4743.078,-6602.583
-995.097,-3781.105
-1952.624,-4786.931
-2571.128906,-4035.968018
,
-3713.184,-5509.591
-1390.164,-2980.506
-3658.919,-9816.652
-4063.211,-7484.127
-4676.713501,-5949.209412
-5532.006104,-5372.501892
-5532.006104,-5372.501892
-5345.432,-5903.44
-4676.713501,-5949.209412
-3921.541,-4266.533
-1301.869,-2884.762
-5871.82,-7606.839
-2585.827,-2988.813
-3130.178,-2658.552
-1328.662,-8717.796
-1738.76,-8451.94
-4125.31,-7893.43
-1908.655,-10670.616
-4211.702,-11229.564
